"port_code","period","total_number_vessels","total_tonnage_vessels","num_small_vessels","num_medium_vessels","num_large_vessels","num_verylarge_vessels","ton_small_vessels","ton_medium_vessels","ton_large_vessels","ton_verylarge_vessels"
"FRCER",107,2,50,NA,2,NA,NA,NA,50,NA,NA
"FRDKK",107,134,7502,55,37,21,NA,493,1087,957,NA
"FRNTE",107,61,1538,14,35,12,NA,133,865,540,NA
"FRMRS",107,254,14083,37,106,68,NA,335,2346,4980,NA
"GPPTP",107,72,2320,13,39,20,NA,104,1110,1106,NA
"REPDG",107,97,3446,23,48,18,NA,185,1225,1161,NA
"HRPLE",107,21,355,10,11,NA,NA,80,275,NA,NA
"HRRJK",107,69,3892,5,40,9,NA,50,994,730,NA
"IEDUB",107,212,2019,170,42,NA,NA,1448,571,NA,NA
"IEORK",107,112,1690,61,51,NA,NA,497,1193,NA,NA
"IEWAT",107,23,181,23,NA,NA,NA,181,NA,NA,NA
"IT888",107,1,28,NA,1,NA,NA,NA,28,NA,NA
"ITAOI",107,104,2086,34,70,NA,NA,254,1831,NA,NA
"ITBLT",107,1,2,1,NA,NA,NA,2,NA,NA,NA
"ITBRI",107,26,346,13,13,NA,NA,96,251,NA,NA
"ITCAG",107,15,550,1,10,3,NA,10,146,244,NA
"ITCTA",107,38,397,24,14,NA,NA,206,191,NA,NA
"ITCVV",107,44,2137,NA,29,13,NA,NA,664,1246,NA
"ITGAE",107,3,85,NA,3,NA,NA,NA,85,NA,NA
"ITGIT",107,367,25807,31,134,123,NA,308,3135,9541,NA
"ITGOA",107,445,22613,48,181,165,NA,395,3683,11238,NA
"ITLIV",107,181,9569,26,35,114,NA,229,833,7854,NA
"ITMDC",107,9,164,NA,9,NA,NA,NA,164,NA,NA
"ITNAP",107,111,4765,19,45,38,NA,150,846,2793,NA
"ITOLB",107,2,8,2,NA,NA,NA,8,NA,NA,NA
"ITPMO",107,14,176,2,12,NA,NA,20,156,NA,NA
"ITPZL",107,6,81,2,4,NA,NA,20,61,NA,NA
"ITQOS",107,2,8,2,NA,NA,NA,8,NA,NA,NA
"ITRAN",107,133,2619,40,92,NA,NA,256,2130,NA,NA
"ITSAL",107,226,5413,46,133,46,NA,413,2568,2325,NA
"ITSPE",107,221,14656,15,81,75,NA,133,1941,5927,NA
"ITSVN",107,132,4312,11,95,11,NA,98,1852,559,NA
"ITTAR",107,17,314,7,10,NA,NA,58,257,NA,NA
"ITTPS",107,12,126,7,5,NA,NA,65,62,NA,NA
"ITTRS",107,197,7229,65,93,16,NA,444,2149,1317,NA
"ITVCE",107,166,3052,55,111,NA,NA,376,2676,NA,NA
"LTKLJ",107,208,5111,42,138,25,NA,331,2721,1736,NA
"LVLPX",107,1,3,1,NA,NA,NA,3,NA,NA,NA
"LVRIX",107,120,2397,16,94,10,NA,126,1819,453,NA
"MEBAR",107,25,372,11,14,NA,NA,92,282,NA,NA
"MEKOT",107,45,3391,3,7,22,NA,15,135,1554,NA
"MTMAR",107,435,22116,88,153,133,NA,796,3618,9238,NA
"NLAMS",107,41,142,41,NA,NA,NA,142,NA,NA,NA
"NLMOE",107,223,1250,212,11,NA,NA,1115,135,NA,NA
"NLRTM",107,1551,80611,571,434,274,NA,4366,8535,19867,NA
"NLZSP",107,40,1045,14,17,9,NA,110,522,413,NA
"NO888",107,63,536,63,NA,NA,NA,535,NA,NA,NA
"NOAES",107,108,893,108,NA,NA,NA,893,NA,NA,NA
"NOBGO",107,90,650,90,NA,NA,NA,649,NA,NA,NA
"NOBNN",107,3,13,3,NA,NA,NA,13,NA,NA,NA
"NOBOO",107,9,22,9,NA,NA,NA,22,NA,NA,NA
"NODRM",107,19,149,19,NA,NA,NA,150,NA,NA,NA
"NOEGE",107,10,93,10,NA,NA,NA,93,NA,NA,NA
"NOFRK",107,37,288,37,NA,NA,NA,288,NA,NA,NA
"NOFRO",107,36,216,36,NA,NA,NA,217,NA,NA,NA
"NOGVL",107,55,520,39,16,NA,NA,327,192,NA,NA
"NOHAU",107,2,11,2,NA,NA,NA,11,NA,NA,NA
"NOHRD",107,9,22,9,NA,NA,NA,22,NA,NA,NA
"NOKRS",107,41,342,40,1,NA,NA,331,12,NA,NA
"NOKSU",107,39,296,39,NA,NA,NA,295,NA,NA,NA
"NOKVD",107,3,16,3,NA,NA,NA,16,NA,NA,NA
"NOLAR",107,48,380,47,1,NA,NA,369,12,NA,NA
"NOMAY",107,40,349,40,NA,NA,NA,348,NA,NA,NA
"NOMJF",107,16,44,16,NA,NA,NA,45,NA,NA,NA
"NOMOL",107,6,25,6,NA,NA,NA,25,NA,NA,NA
"NOMQN",107,20,156,20,NA,NA,NA,156,NA,NA,NA
"NOMSS",107,62,481,50,12,NA,NA,342,140,NA,NA
"NOOSL",107,131,1146,110,21,NA,NA,875,272,NA,NA
"NOSAU",107,1,5,1,NA,NA,NA,5,NA,NA,NA
"NOSVE",107,28,270,28,NA,NA,NA,270,NA,NA,NA
"NOSVG",107,65,548,65,NA,NA,NA,547,NA,NA,NA
"NOTOS",107,6,14,6,NA,NA,NA,14,NA,NA,NA
"NOTRD",107,68,478,68,NA,NA,NA,479,NA,NA,NA
"PLGDN",107,157,7425,17,115,1,NA,134,2340,51,NA
"PLGDY",107,179,3918,62,94,18,NA,507,1402,1423,NA
"PLSZZ",107,37,323,27,10,NA,NA,207,116,NA,NA
"PTAVE",107,10,84,3,7,NA,NA,12,72,NA,NA
"PTCDP",107,13,70,13,NA,NA,NA,70,NA,NA,NA
"PTCNL",107,47,352,47,NA,NA,NA,352,NA,NA,NA
"PTFDF",107,13,88,13,NA,NA,NA,88,NA,NA,NA
"PTHOR",107,13,89,13,NA,NA,NA,90,NA,NA,NA
"PTLAJ",107,7,18,7,NA,NA,NA,18,NA,NA,NA
"PTLEI",107,311,3198,205,106,NA,NA,1664,1535,NA,NA
"PTLIS",107,209,2693,135,59,14,NA,1018,896,659,NA
"PTPDL",107,99,604,98,NA,1,NA,553,NA,51,NA
"PTPRG",107,8,39,8,NA,NA,NA,40,NA,NA,NA
"PTPRV",107,52,315,52,NA,NA,NA,315,NA,NA,NA
"PTPXO",107,11,83,11,NA,NA,NA,83,NA,NA,NA
"PTSET",107,133,1509,90,40,3,NA,770,545,194,NA
"PTSIE",107,253,18950,33,29,137,NA,325,779,9938,NA
"PTVDP",107,6,27,6,NA,NA,NA,27,NA,NA,NA
"PTVEL",107,13,78,13,NA,NA,NA,77,NA,NA,NA
"ROCND",107,292,6364,83,188,19,NA,512,4362,1284,NA
"SEAHU",107,9,76,9,NA,NA,NA,76,NA,NA,NA
"SEGVX",107,44,842,NA,44,NA,NA,NA,842,NA,NA
"SEHEL",107,117,1388,81,36,NA,NA,695,693,NA,NA
"SEKAN",107,1,27,NA,1,NA,NA,NA,27,NA,NA
"SENRK",107,49,862,2,47,NA,NA,19,842,NA,NA
"SESOE",107,2,8,2,NA,NA,NA,8,NA,NA,NA
"SESTO",107,13,157,NA,13,NA,NA,NA,157,NA,NA
"SEGOT",107,141,4477,56,65,7,NA,442,947,439,NA
"SEHAD",107,33,407,11,22,NA,NA,106,301,NA,NA
"SE88D",107,1,6,1,NA,NA,NA,6,NA,NA,NA
"SIKOP",107,157,6206,24,100,15,NA,227,2330,1117,NA
"TRSSX",107,13,174,4,9,NA,NA,24,151,NA,NA
"TRTZX",107,2,32,1,1,NA,NA,9,23,NA,NA
"TRZON",107,1,2,1,NA,NA,NA,2,NA,NA,NA
"TRALI",107,499,14502,118,276,84,NA,966,6006,4816,NA
"TRAMB",107,647,20153,150,366,97,NA,1220,7529,6181,NA
"TRAYT",107,35,622,1,34,NA,NA,10,612,NA,NA
"TRGEM",107,360,8626,104,199,57,NA,878,4262,3486,NA
"TRISK",107,202,6109,33,124,42,NA,311,2718,2723,NA
"TRIST",107,11,90,10,1,NA,NA,75,14,NA,NA
"TRIZM",107,114,2717,29,61,24,NA,258,1154,1305,NA
"TRIZT",107,633,21561,172,288,138,NA,1426,6313,8384,NA
"TRMER",107,230,8598,36,131,43,NA,320,3028,2619,NA
"TRTEK",107,241,9818,41,121,62,NA,376,2715,3678,NA
"TR888",107,1,2,1,NA,NA,NA,2,NA,NA,NA
"BE003",108,1105,67467,165,335,414,NA,1277,7860,26245,NA
"BEGNE",108,24,70,24,NA,NA,NA,70,NA,NA,NA
"BEOST",108,15,56,15,NA,NA,NA,56,NA,NA,NA
"BGBOJ",108,54,961,6,48,NA,NA,60,902,NA,NA
"BGVAR",108,59,848,4,55,NA,NA,28,821,NA,NA
"CYLCA",108,1,4,1,NA,NA,NA,4,NA,NA,NA
"CYLMS",108,201,2732,105,96,NA,NA,855,1875,NA,NA
"CYZYY",108,1,4,1,NA,NA,NA,4,NA,NA,NA
"DEBRV",108,660,33679,125,263,188,NA,1056,5540,12393,NA
"DECUX",108,13,115,13,NA,NA,NA,115,NA,NA,NA
"DEHAM",108,788,44763,174,271,208,NA,1423,4950,14573,NA
"DEWVN",108,94,8168,20,37,2,NA,191,764,94,NA
"DELBC",108,3,29,3,NA,NA,NA,29,NA,NA,NA
"DKAAL",108,17,154,16,1,NA,NA,145,10,NA,NA
"DKAAR",108,138,4464,58,66,1,NA,456,1266,73,NA
"DKCPH",108,48,473,30,18,NA,NA,218,255,NA,NA
"DKEBJ",108,6,44,6,NA,NA,NA,44,NA,NA,NA
"DKFRC",108,52,570,25,27,NA,NA,181,390,NA,NA
"DKKAL",108,24,370,14,10,NA,NA,100,271,NA,NA
"DKKOL",108,1,7,1,NA,NA,NA,7,NA,NA,NA
"EETLL",108,83,1244,13,68,2,NA,125,1022,97,NA
"GRPIR",108,738,36372,136,349,151,NA,1136,7548,9539,NA
"GRSKG",108,124,2595,35,64,25,NA,311,1048,1237,NA
"GRVOL",108,7,64,7,NA,NA,NA,64,NA,NA,NA
"ESBIO",108,160,2048,112,47,1,NA,965,1029,54,NA
"ESFRO",108,32,297,30,2,NA,NA,261,36,NA,NA
"ESGIJ",108,54,906,27,27,NA,NA,261,645,NA,NA
"ESLCG",108,1,9,1,NA,NA,NA,9,NA,NA,NA
"ESMPG",108,16,154,16,NA,NA,NA,154,NA,NA,NA
"ESSDR",108,25,236,18,7,NA,NA,148,88,NA,NA
"ESVGO",108,172,3045,79,81,11,NA,673,1664,473,NA
"ESVIL",108,27,298,13,14,NA,NA,117,181,NA,NA
"ESAGP",108,30,633,15,14,1,NA,109,432,92,NA
"ESALC",108,94,791,79,15,NA,NA,633,158,NA,NA
"ESALG",108,889,45449,187,296,308,NA,1504,7069,19449,NA
"ESBCN",108,569,26960,141,201,170,NA,1166,4920,11496,NA
"ESCAD",108,182,1652,148,33,1,NA,1231,368,54,NA
"ESCAR",108,40,344,36,4,NA,NA,300,44,NA,NA
"ESCAS",108,64,852,40,23,1,NA,340,473,40,NA
"ESHUV",108,38,339,38,NA,NA,NA,339,NA,NA,NA
"ESLEI",108,26,214,26,NA,NA,NA,215,NA,NA,NA
"ESLPA",108,432,10602,264,87,68,NA,2321,1811,4794,NA
"ESSCT",108,255,2284,210,45,NA,NA,1792,492,NA,NA
"ESSVQ",108,26,200,26,NA,NA,NA,200,NA,NA,NA
"ESVLC",108,694,37728,152,194,262,NA,1266,4842,18107,NA
"ESCEU",108,10,98,7,3,NA,NA,39,58,NA,NA
"FI002",108,108,1946,4,104,NA,NA,29,1917,NA,NA
"FIHEL",108,114,1795,2,112,NA,NA,8,1787,NA,NA
"FIKEM",108,1,12,NA,1,NA,NA,NA,12,NA,NA
"FINLI",108,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIOUL",108,2,12,2,NA,NA,NA,12,NA,NA,NA
"FIRAU",108,52,800,1,51,NA,NA,8,792,NA,NA
"FITOR",108,4,22,4,NA,NA,NA,22,NA,NA,NA
"FIVAA",108,1,3,1,NA,NA,NA,3,NA,NA,NA
"FR001",108,435,33065,24,101,210,NA,240,2670,14102,NA
"FRBES",108,15,175,9,6,NA,NA,90,85,NA,NA
"FRBOD",108,12,120,12,NA,NA,NA,120,NA,NA,NA
"FRDKK",108,102,5552,30,34,19,NA,257,923,952,NA
"FRLRH",108,1,4,1,NA,NA,NA,4,NA,NA,NA
"FRNTE",108,53,1421,18,22,13,NA,167,530,725,NA
"FRMRS",108,173,8906,33,71,42,NA,295,1605,3007,NA
"GPPTP",108,77,2575,11,45,21,NA,98,1328,1149,NA
"REPDG",108,84,3138,19,42,14,NA,142,1143,879,NA
"HRPLE",108,21,357,8,13,NA,NA,60,297,NA,NA
"HRRJK",108,221,27172,7,39,8,NA,70,869,649,NA
"IEDUB",108,205,2028,153,52,NA,NA,1297,730,NA,NA
"IEORK",108,106,1606,55,51,NA,NA,439,1166,NA,NA
"IEWAT",108,21,165,21,NA,NA,NA,165,NA,NA,NA
"ITAOI",108,100,2004,32,68,NA,NA,240,1764,NA,NA
"ITBDS",108,1,48,NA,NA,1,NA,NA,NA,48,NA
"ITBRI",108,17,272,5,11,1,NA,38,181,53,NA
"ITCAG",108,21,340,16,2,3,NA,156,29,156,NA
"ITCTA",108,32,306,21,11,NA,NA,168,138,NA,NA
"ITCVV",108,37,1883,1,22,12,NA,10,511,1147,NA
"ITGAE",108,2,57,NA,2,NA,NA,NA,57,NA,NA
"ITGIT",108,318,21129,31,119,111,NA,307,2716,8762,NA
"ITGOA",108,383,19184,42,158,143,NA,351,3362,9581,NA
"ITLIV",108,163,8793,21,30,110,NA,184,803,7590,NA
"ITMDC",108,8,136,NA,8,NA,NA,NA,136,NA,NA
"ITNAP",108,101,4351,15,41,42,NA,111,752,3165,NA
"ITPMO",108,14,172,7,7,NA,NA,70,102,NA,NA
"ITPZL",108,5,64,NA,5,NA,NA,NA,64,NA,NA
"ITQOS",108,1,5,1,NA,NA,NA,5,NA,NA,NA
"ITRAN",108,161,3082,42,118,1,NA,278,2749,53,NA
"ITREG",108,1,4,1,NA,NA,NA,4,NA,NA,NA
"ITSAL",108,216,5288,51,120,45,NA,451,2504,2333,NA
"ITSPE",108,205,13480,19,63,80,NA,173,1337,6327,NA
"ITSVN",108,113,3611,14,80,5,NA,128,1623,216,NA
"ITTAR",108,16,243,10,5,1,NA,87,109,48,NA
"ITTPS",108,13,115,12,1,NA,NA,101,14,NA,NA
"ITTRS",108,203,6936,66,107,9,NA,456,2589,750,NA
"ITVCE",108,192,3413,69,123,NA,NA,517,2898,NA,NA
"LTKLJ",108,208,4836,54,133,17,NA,401,2784,1174,NA
"LVRIX",108,122,2279,23,90,9,NA,164,1696,420,NA
"MEBAR",108,20,193,14,6,NA,NA,111,83,NA,NA
"MEKOT",108,19,1192,NA,6,11,NA,NA,134,804,NA
"MTMAR",108,400,18859,99,144,107,NA,888,3334,7648,NA
"NLAMS",108,30,91,30,NA,NA,NA,91,NA,NA,NA
"NLMOE",108,219,1217,211,8,NA,NA,1113,105,NA,NA
"NLRTM",108,1440,75571,523,391,280,NA,4022,7472,19905,NA
"NLZSP",108,48,1362,10,30,8,NA,78,880,403,NA
"NO888",108,68,563,68,NA,NA,NA,563,NA,NA,NA
"NOAES",108,106,836,106,NA,NA,NA,836,NA,NA,NA
"NOBGO",108,80,640,79,1,NA,NA,628,10,NA,NA
"NOBNN",108,6,14,6,NA,NA,NA,14,NA,NA,NA
"NOBOO",108,7,17,7,NA,NA,NA,17,NA,NA,NA
"NODRM",108,17,139,17,NA,NA,NA,140,NA,NA,NA
"NOEGE",108,18,163,18,NA,NA,NA,164,NA,NA,NA
"NOFRK",108,35,288,35,NA,NA,NA,287,NA,NA,NA
"NOFRO",108,37,231,37,NA,NA,NA,232,NA,NA,NA
"NOGVL",108,49,484,34,15,NA,NA,291,192,NA,NA
"NOHAU",108,5,21,5,NA,NA,NA,21,NA,NA,NA
"NOHRD",108,13,47,13,NA,NA,NA,47,NA,NA,NA
"NOKRS",108,41,352,41,NA,NA,NA,352,NA,NA,NA
"NOKSU",108,32,248,32,NA,NA,NA,247,NA,NA,NA
"NOKVD",108,2,11,2,NA,NA,NA,11,NA,NA,NA
"NOLAR",108,43,366,43,NA,NA,NA,367,NA,NA,NA
"NOMAY",108,50,444,50,NA,NA,NA,443,NA,NA,NA
"NOMJF",108,11,29,11,NA,NA,NA,29,NA,NA,NA
"NOMOL",108,2,8,2,NA,NA,NA,7,NA,NA,NA
"NOMQN",108,14,135,14,NA,NA,NA,135,NA,NA,NA
"NOMSS",108,55,451,43,12,NA,NA,314,138,NA,NA
"NOOSL",108,112,1011,93,19,NA,NA,765,247,NA,NA
"NOSAU",108,4,21,4,NA,NA,NA,21,NA,NA,NA
"NOSVE",108,28,270,28,NA,NA,NA,270,NA,NA,NA
"NOSVG",108,54,433,54,NA,NA,NA,433,NA,NA,NA
"NOTOS",108,8,19,8,NA,NA,NA,19,NA,NA,NA
"NOTRD",108,59,464,58,1,NA,NA,424,39,NA,NA
"PLGDN",108,139,8866,7,99,NA,NA,59,1968,NA,NA
"PLGDY",108,200,4329,67,112,17,NA,565,2046,1241,NA
"PLSZZ",108,36,263,34,2,NA,NA,242,21,NA,NA
"PTAVE",108,9,74,3,6,NA,NA,12,62,NA,NA
"PTCDP",108,16,87,16,NA,NA,NA,87,NA,NA,NA
"PTCNL",108,45,337,45,NA,NA,NA,337,NA,NA,NA
"PTFDF",108,8,62,8,NA,NA,NA,62,NA,NA,NA
"PTHOR",108,14,91,14,NA,NA,NA,91,NA,NA,NA
"PTLAJ",108,7,18,7,NA,NA,NA,18,NA,NA,NA
"PTLEI",108,267,2781,177,90,NA,NA,1462,1319,NA,NA
"PTLIS",108,217,3045,135,59,23,NA,1011,1011,1024,NA
"PTPDL",108,96,535,96,NA,NA,NA,535,NA,NA,NA
"PTPRG",108,6,31,6,NA,NA,NA,31,NA,NA,NA
"PTPRV",108,49,302,49,NA,NA,NA,301,NA,NA,NA
"PTPXO",108,7,53,7,NA,NA,NA,53,NA,NA,NA
"PTSET",108,113,1399,71,39,3,NA,615,587,199,NA
"PTSIE",108,206,15658,25,19,119,NA,227,437,8458,NA
"PTVDC",108,1,8,1,NA,NA,NA,8,NA,NA,NA
"PTVDP",108,7,31,7,NA,NA,NA,31,NA,NA,NA
"PTVEL",108,13,74,13,NA,NA,NA,74,NA,NA,NA
"ROCND",108,280,6242,63,195,22,NA,316,4562,1361,NA
"SEAHU",108,9,69,9,NA,NA,NA,69,NA,NA,NA
"SEGVX",108,43,859,2,41,NA,NA,13,846,NA,NA
"SEHEL",108,111,1422,71,40,NA,NA,579,843,NA,NA
"SENRK",108,30,592,3,27,NA,NA,27,565,NA,NA
"SESOE",108,5,55,4,1,NA,NA,20,35,NA,NA
"SESTO",108,14,210,NA,14,NA,NA,NA,210,NA,NA
"SEGOT",108,135,4675,57,53,12,NA,513,847,646,NA
"SEHAD",108,29,429,13,16,NA,NA,127,301,NA,NA
"SE88D",108,2,41,1,1,NA,NA,5,36,NA,NA
"SIKOP",108,174,5831,33,113,15,NA,314,2487,1080,NA
"TRSSX",108,43,376,30,13,NA,NA,178,198,NA,NA
"TRTZX",108,1,10,1,NA,NA,NA,10,NA,NA,NA
"TRALI",108,474,14895,94,265,96,NA,798,5893,5645,NA
"TRAMB",108,610,18175,124,368,90,NA,1008,7398,5504,NA
"TRAYT",108,36,588,7,29,NA,NA,63,524,NA,NA
"TRGEM",108,355,8983,78,214,62,NA,668,4496,3667,NA
"TRISK",108,265,9298,29,163,64,NA,258,3620,4358,NA
"TRIST",108,13,130,11,2,NA,NA,83,47,NA,NA
"TRIZM",108,115,2736,17,75,23,NA,156,1426,1153,NA
"TRIZT",108,592,19591,142,287,135,NA,1214,6037,8120,NA
"TRMER",108,309,11402,49,175,64,NA,415,3994,4214,NA
"TRTEK",108,245,9708,50,114,65,NA,464,2420,4000,NA
"TRTUZ",108,1,10,1,NA,NA,NA,10,NA,NA,NA
"BE003",109,1116,65712,208,323,403,NA,1690,7857,25463,NA
"BEGNE",109,26,76,26,NA,NA,NA,76,NA,NA,NA
"BEOST",109,12,33,12,NA,NA,NA,32,NA,NA,NA
"BGBOJ",109,45,807,6,39,NA,NA,60,747,NA,NA
"BGVAR",109,53,787,3,50,NA,NA,30,757,NA,NA
"DEBRV",109,654,32657,111,292,168,NA,983,6447,10818,NA
"DECUX",109,11,97,11,NA,NA,NA,97,NA,NA,NA
"DEHAM",109,762,40212,183,259,209,NA,1529,4659,14938,NA
"DEWVN",109,115,8743,34,31,19,NA,327,694,1279,NA
"DELBC",109,1,10,1,NA,NA,NA,10,NA,NA,NA
"DKAAL",109,16,143,15,1,NA,NA,130,14,NA,NA
"DKAAR",109,118,4027,42,60,5,NA,363,1193,213,NA
"DKCPH",109,63,682,42,21,NA,NA,363,319,NA,NA
"DKEBJ",109,9,66,9,NA,NA,NA,66,NA,NA,NA
"DKFRC",109,49,707,26,19,4,NA,200,342,165,NA
"DKKAL",109,25,471,8,17,NA,NA,58,413,NA,NA
"EETLL",109,77,1116,12,65,NA,NA,115,1001,NA,NA
"GRLAV",109,1,32,NA,1,NA,NA,NA,32,NA,NA
"GRPIR",109,657,25339,93,387,124,NA,770,8369,7260,NA
"GRSKG",109,124,2593,31,67,26,NA,271,1115,1207,NA
"GRVOL",109,6,60,6,NA,NA,NA,60,NA,NA,NA
"ESBIO",109,151,1824,112,38,1,NA,944,825,54,NA
"ESFRO",109,23,202,23,NA,NA,NA,202,NA,NA,NA
"ESGIJ",109,53,869,26,27,NA,NA,259,611,NA,NA
"ESLCG",109,1,8,1,NA,NA,NA,8,NA,NA,NA
"ESMPG",109,15,147,15,NA,NA,NA,147,NA,NA,NA
"ESSDR",109,25,230,19,6,NA,NA,157,73,NA,NA
"ESVGO",109,165,2727,71,86,8,NA,603,1759,363,NA
"ESVIL",109,27,290,14,13,NA,NA,126,165,NA,NA
"ESAGP",109,32,1163,11,14,4,NA,83,439,197,NA
"ESALC",109,90,772,72,18,NA,NA,581,191,NA,NA
"ESALG",109,913,47031,192,319,291,NA,1543,7584,18807,NA
"ESBCN",109,600,27489,165,205,166,NA,1423,4899,11116,NA
"ESCAD",109,169,1483,144,25,NA,NA,1189,294,NA,NA
"ESCAR",109,30,406,28,1,NA,NA,243,11,NA,NA
"ESCAS",109,81,1182,51,27,3,NA,434,621,127,NA
"ESHUV",109,39,367,38,NA,1,NA,327,NA,41,NA
"ESLEI",109,24,209,24,NA,NA,NA,209,NA,NA,NA
"ESLPA",109,422,10810,255,86,70,NA,2222,1786,5350,NA
"ESSCT",109,259,2385,212,46,1,NA,1800,538,47,NA
"ESSVQ",109,25,192,25,NA,NA,NA,192,NA,NA,NA
"ESTAR",109,1,3,1,NA,NA,NA,3,NA,NA,NA
"ESVLC",109,731,39288,155,215,266,NA,1311,5272,18461,NA
"ESCEU",109,13,95,12,1,NA,NA,81,14,NA,NA
"FI002",109,82,1362,4,78,NA,NA,40,1323,NA,NA
"FIHEL",109,97,1476,5,92,NA,NA,29,1447,NA,NA
"FIKEM",109,1,12,NA,1,NA,NA,NA,12,NA,NA
"FIOUL",109,3,32,NA,3,NA,NA,NA,32,NA,NA
"FIRAU",109,33,533,NA,33,NA,NA,NA,533,NA,NA
"FITOR",109,3,32,NA,3,NA,NA,NA,32,NA,NA
"FIVAA",109,1,3,1,NA,NA,NA,3,NA,NA,NA
"FR001",109,419,30996,23,96,216,NA,229,2572,14410,NA
"FRBES",109,23,302,11,12,NA,NA,110,192,NA,NA
"FRBOD",109,9,90,9,NA,NA,NA,90,NA,NA,NA
"FRDKK",109,102,6471,25,36,24,NA,213,1015,1360,NA
"FRNTE",109,60,1820,15,20,25,NA,140,350,1330,NA
"FRMRS",109,134,5634,36,53,32,NA,334,1112,2265,NA
"GFCAY",109,22,409,9,13,NA,NA,58,351,NA,NA
"GPPTP",109,63,2175,9,34,20,NA,87,950,1138,NA
"MQFDF",109,47,1917,7,21,19,NA,52,737,1128,NA
"REPDG",109,82,3110,15,41,19,NA,120,1146,1084,NA
"HRPLE",109,21,397,8,13,NA,NA,60,337,NA,NA
"HRRJK",109,66,3438,1,48,3,NA,10,1152,233,NA
"IEDUB",109,213,2181,159,54,NA,NA,1358,823,NA,NA
"IEORK",109,100,1456,54,46,NA,NA,433,1024,NA,NA
"IEWAT",109,18,141,18,NA,NA,NA,141,NA,NA,NA
"IT004",109,2,0,2,NA,NA,NA,0,NA,NA,NA
"ITAOI",109,89,1826,18,71,NA,NA,117,1709,NA,NA
"ITAUG",109,4,48,2,2,NA,NA,18,31,NA,NA
"ITBRI",109,16,221,6,10,NA,NA,45,176,NA,NA
"ITCAG",109,19,265,17,NA,2,NA,170,NA,95,NA
"ITCTA",109,29,322,16,13,NA,NA,134,187,NA,NA
"ITCVV",109,44,2239,NA,27,15,NA,NA,624,1401,NA
"ITFCO",109,1,0,1,NA,NA,NA,0,NA,NA,NA
"ITGIT",109,311,19046,40,106,115,NA,396,2418,8390,NA
"ITGOA",109,356,19452,35,151,119,NA,291,3229,8180,NA
"ITLIV",109,140,8156,23,24,92,NA,203,701,6542,NA
"ITMDC",109,7,119,NA,7,NA,NA,NA,119,NA,NA
"ITNAP",109,110,4774,22,28,56,NA,189,455,3696,NA
"ITPMO",109,14,161,9,5,NA,NA,90,71,NA,NA
"ITPZL",109,7,102,1,6,NA,NA,10,92,NA,NA
"ITRAN",109,111,1923,34,77,NA,NA,233,1692,NA,NA
"ITREG",109,0,0,NA,0,NA,NA,NA,0,NA,NA
"ITSAL",109,206,4488,57,114,35,NA,503,2241,1743,NA
"ITSPE",109,184,12000,21,64,50,NA,189,1319,3848,NA
"ITSVN",109,67,2531,7,44,9,NA,60,1152,439,NA
"ITTAR",109,11,176,4,7,NA,NA,28,148,NA,NA
"ITTPS",109,6,59,4,2,NA,NA,36,22,NA,NA
"ITTRS",109,157,5627,53,80,2,NA,363,1829,160,NA
"ITVCE",109,188,3211,64,124,NA,NA,485,2726,NA,NA
"LTKLJ",109,210,5188,48,142,13,NA,399,2984,832,NA
"LVRIX",109,117,2148,28,78,11,NA,194,1416,540,NA
"MTMAR",109,370,15257,84,167,80,NA,769,3664,5253,NA
"NLAMS",109,28,94,28,NA,NA,NA,94,NA,NA,NA
"NLMOE",109,230,1299,219,11,NA,NA,1151,148,NA,NA
"NLRTM",109,1448,70179,550,415,266,NA,4250,8004,19005,NA
"NLZSP",109,31,677,14,14,3,NA,119,409,150,NA
"NO888",109,86,764,86,NA,NA,NA,764,NA,NA,NA
"NOAES",109,114,921,114,NA,NA,NA,921,NA,NA,NA
"NOBGO",109,78,653,78,NA,NA,NA,653,NA,NA,NA
"NOBNN",109,2,5,2,NA,NA,NA,5,NA,NA,NA
"NOBOO",109,6,14,6,NA,NA,NA,14,NA,NA,NA
"NODRM",109,21,168,21,NA,NA,NA,168,NA,NA,NA
"NOEGE",109,17,152,17,NA,NA,NA,152,NA,NA,NA
"NOFRK",109,38,322,32,6,NA,NA,261,62,NA,NA
"NOFRO",109,40,283,40,NA,NA,NA,284,NA,NA,NA
"NOGVL",109,62,555,47,15,NA,NA,376,179,NA,NA
"NOHAU",109,5,18,5,NA,NA,NA,18,NA,NA,NA
"NOHRD",109,14,34,14,NA,NA,NA,34,NA,NA,NA
"NOKRS",109,39,336,37,2,NA,NA,314,22,NA,NA
"NOKSU",109,32,260,32,NA,NA,NA,260,NA,NA,NA
"NOKVD",109,1,5,1,NA,NA,NA,5,NA,NA,NA
"NOLAR",109,42,368,41,1,NA,NA,355,13,NA,NA
"NOMAY",109,37,317,37,NA,NA,NA,317,NA,NA,NA
"NOMJF",109,9,22,9,NA,NA,NA,22,NA,NA,NA
"NOMOL",109,11,72,11,NA,NA,NA,72,NA,NA,NA
"NOMQN",109,13,130,13,NA,NA,NA,130,NA,NA,NA
"NOMSS",109,56,483,42,14,NA,NA,320,163,NA,NA
"NOOSL",109,108,971,90,18,NA,NA,744,227,NA,NA
